Gene1  Gene2  oddsratio  pvalue     pearson    p_pval     HC
2195   23224  0.47282610 0.04285240 -0.0023711 0.97382420 1.7e-05
2195   5591   1.00000000 0.59045770 NA         NA         NA       
2195   140453 0.75668900 0.33405260 NA         NA         NA       
2195   83872  0.60461960 0.15502670 0.01485250 0.83714550 0.0006316
2195   4036   0.69875780 0.26403650 0.11517080 0.10979770 0.029516
2195   287    0.82427540 0.41341880 NA         NA         NA       
2195   10178  0.90415020 0.50000000 NA         NA         NA       
2195   22989  0.90415020 0.50000000 NA         NA         NA       
2195   4217   1.00000000 0.59045770 NA         NA         NA       
2195   1832   1.00000000 0.59045770 NA         NA         NA       
2195   84059  0.35117060 0.00395270 0.11358100 0.11482230 0.0315231
2195   2975   1.00000000 0.59045770 NA         NA         NA       
2195   120114 0.75668900 0.33405260 NA         NA         NA       
2195   4627   0.90415020 0.50000000 NA         NA         NA       
2195   53353  0.75668900 0.33405260 NA         NA         NA       
2195   5789   1.00000000 0.59045770 NA         NA         NA       
2195   8289   0.69875780 0.26403650 0.02507750 0.72852610 0.0017345
2195   54625  1.00000000 0.59045770 NA         NA         NA       
2195   577    0.90415020 0.50000000 NA         NA         NA       
2195   5728   0.64855070 0.20435240 -0.0674855 0.34981120 0.0203737
2195   64324  1.00000000 0.59045770 NA         NA         NA       
2195   4780   0.82427540 0.41341880 NA         NA         NA       
2195   346007 0.90415020 0.50000000 NA         NA         NA       
2195   6476   0.90415020 0.50000000 NA         NA         NA       
2195   2312   0.47282610 0.04285240 0.22762710 0.00141290 0.1049943
2195   25981  1.00000000 0.59045770 NA         NA         NA       
2195   27445  0.64855070 0.20435240 0.10707690 0.13726680 0.0261675
2195   5339   0.75668900 0.33405260 NA         NA         NA       
2195   5469   0.90415020 0.50000000 NA         NA         NA       
2195   23013  1.00000000 0.59045770 NA         NA         NA       
2195   9735   1.00000000 0.59045770 NA         NA         NA       
2195   1301   1.00000000 0.59045770 NA         NA         NA       
2195   440435 1.00000000 0.59045770 NA         NA         NA       
2195   8029   0.90415020 0.50000000 NA         NA         NA       
2195   4703   0.69875780 0.26403650 0.02507750 0.72852610 0.0017347
2195   5310   1.00000000 0.59045770 NA         NA         NA       
2195   58508  0.30922040 0.00101420 0.09840860 0.17221190 0.0245281
2195   85441  1.00000000 0.59045770 NA         NA         NA       
2195   2064   1.00000000 0.59045770 NA         NA         NA       
2195   1387   0.75668900 0.33405260 NA         NA         NA       
2195   93035  0.90415020 0.50000000 NA         NA         NA       
2195   8927   0.90415020 0.50000000 NA         NA         NA       
2195   9659   0.90415020 0.50000000 NA         NA         NA       
2195   146754 0.75668900 0.33405260 NA         NA         NA       
2195   2196   0.90415020 0.50000000 NA         NA         NA       
2195   1767   0.90415020 0.50000000 NA         NA         NA       
2195   84033  0.56585680 0.11539240 0.09264810 0.19883960 0.0204773
2195   8085   0.42490120 0.02045680 -0.0098535 0.89153730 0.0003011
2195   154664 0.90415020 0.50000000 NA         NA         NA       
2195   285190 1.00000000 0.59045770 NA         NA         NA       
2195   157680 1.00000000 0.59045770 NA         NA         NA       
2195   139378 0.90415020 0.50000000 NA         NA         NA       
2195   80070  0.90415020 0.50000000 NA         NA         NA       
