Gene1  Gene2  oddsratio  pvalue     pearson    p_pval     HC
84624  7301   1.00000000 0.57857860 NA         NA         NA       
84624  8085   0.42789970 0.00999100 0.01277930 0.87832580 0.0003313
84624  353139 0.23056650 2.4e-06000 0.02949640 0.72377410 0.0017651
84624  83637  1.18434340 0.73082510 NA         NA         NA       
84624  8857   1.18434340 0.73082510 NA         NA         NA       
84624  57477  1.30165290 0.79835600 NA         NA         NA       
84624  2830   1.18434340 0.73082510 NA         NA         NA       
84624  375248 0.53914140 0.05830640 0.04384940 0.59921270 0.0037257
84624  133746 0.17548210 0.00000000 -0.1091654 0.18964290 0.026437
84624  7273   0.30143540 0.00018170 -0.0341329 0.68253700 0.002504
83732  114784 8.21978020 0.99999990 NA         NA         NA       
83732  5936   0.81885860 0.23687160 -0.0101851 0.90288910 0.0001067
83732  5989   3.07234430 0.99998980 NA         NA         NA       
83732  23387  6.18343200 0.99999990 NA         NA         NA       
83732  79633  8.21978020 0.99999990 NA         NA         NA       
83732  8202   5.69858710 0.99999990 NA         NA         NA       
83732  6261   6.74908420 0.99999990 NA         NA         NA       
83732  8471   4.91071430 0.99999990 NA         NA         NA       
83732  165    2.78951820 0.99996170 NA         NA         NA       
83732  713    1.91679750 0.99620010 NA         NA         NA       
83732  6708   8.21978020 0.99999990 NA         NA         NA       
83732  54502  2.92527470 0.99997990 NA         NA         NA       
83732  11178  8.21978020 0.99999990 NA         NA         NA       
83732  7157   0.27802200 1e-0700000 0.07085950 0.39537630 0.0052391
83732  120114 7.41758240 0.99999990 NA         NA         NA       
83732  4089   2.15315930 0.99898010 NA         NA         NA       
83732  2196   8.21978020 0.99999990 NA         NA         NA       
83732  53353  6.74908420 0.99999990 NA         NA         NA       
83732  1029   2.33699630 0.99962150 NA         NA         NA       
83732  84033  7.41758240 0.99999990 NA         NA         NA       
83732  7301   5.69858710 0.99999990 NA         NA         NA       
83732  8085   2.43842360 0.99977780 NA         NA         NA       
83732  353139 1.31390350 0.89075490 NA         NA         NA       
83732  83637  6.74908420 0.99999990 NA         NA         NA       
83732  8857   6.74908420 0.99999990 NA         NA         NA       
83732  57477  7.41758240 0.99999990 NA         NA         NA       
83732  2830   6.74908420 0.99999990 NA         NA         NA       
83732  375248 3.07234430 0.99998980 NA         NA         NA       
83732  133746 1.00000000 0.54804610 NA         NA         NA       
83732  7273   1.71775590 0.98825200 NA         NA         NA       
114784 5936   0.09962050 0.00000000 0.04133210 0.62036230 0.0043357
114784 5989   0.37377450 0.00833510 0.17238660 0.03746560 0.0606493
114784 23387  0.75226240 0.33239340 NA         NA         NA       
114784 79633  1.00000000 0.59127430 NA         NA         NA       
114784 8202   0.69327730 0.26174650 -0.0883095 0.28916790 0.0375994
114784 6261   0.82107840 0.41255310 NA         NA         NA       
114784 8471   0.59742650 0.15212130 -0.0083239 0.92057040 0.0001818
114784 165    0.33936650 0.00345610 -0.1262195 0.12899290 0.0731493
114784 713    0.23319330 3.56e-0500 0.03828400 0.64639230 0.0035979
114784 6708   1.00000000 0.59127430 NA         NA         NA       
114784 54502  0.35588240 0.00540400 -0.0512745 0.53879850 0.00758
114784 11178  1.00000000 0.59127430 NA         NA         NA       
114784 7157   0.03382350 0.00000000 0.06716780 0.42051660 0.0124355
114784 120114 0.90240640 0.50000000 NA         NA         NA       
114784 4089   0.26194850 0.00018160 -0.1436657 0.08363310 0.0922813
114784 2196   1.00000000 0.59127430 NA         NA         NA       
114784 53353  0.82107840 0.41255310 NA         NA         NA       
114784 1029   0.28431370 0.00050860 -0.1378993 0.09694230 0.0857943
114784 84033  0.90240640 0.50000000 NA         NA         NA       
114784 7301   0.69327730 0.26174650 0.00378470 0.96383810 3.63e-05
114784 8085   0.29665310 0.00083640 0.00093100 0.99110130 2.2e-06
114784 353139 0.15984650 0.00000000 -0.0087958 0.91608360 0.0001998
114784 83637  0.82107840 0.41255310 NA         NA         NA       
114784 8857   0.82107840 0.41255310 NA         NA         NA       
114784 57477  0.90240640 0.50000000 NA         NA         NA       
114784 2830   0.82107840 0.41255310 NA         NA         NA       
114784 375248 0.37377450 0.00833510 -0.0471056 0.57234540 0.0063533
114784 133746 0.12165780 0.00000000 0.06899240 0.40797700 0.0118578
114784 7273   0.20897830 6.4e-06000 -0.1608461 0.05244630 0.1124479
5936   5989   3.75198410 0.99999980 NA         NA         NA       
5936   23387  7.55128210 0.99999990 NA         NA         NA       
5936   79633  10.0380952 0.99999990 NA         NA         NA       
5936   8202   6.95918370 0.99999990 NA         NA         NA       
5936   6261   8.24206350 0.99999990 NA         NA         NA       
5936   8471   5.99702380 0.99999990 NA         NA         NA       
5936   165    3.40659340 0.99999910 NA         NA         NA       
5936   713    2.34081630 0.99976390 NA         NA         NA       
5936   6708   10.0380952 0.99999990 NA         NA         NA       
5936   54502  3.57238100 0.99999960 NA         NA         NA       
5936   11178  10.0380952 0.99999990 NA         NA         NA       
5936   7157   0.33952380 5.9e-06000 -0.0437219 0.60027590 0.0018838
5936   120114 9.05844160 0.99999990 NA         NA         NA       
5936   4089   2.62946430 0.99995360 NA         NA         NA       
5936   2196   10.0380952 0.99999990 NA         NA         NA       
5936   53353  8.24206350 0.99999990 NA         NA         NA       
5936   1029   2.85396830 0.99998610 NA         NA         NA       
5936   84033  9.05844160 0.99999990 NA         NA         NA       
5936   7301   6.95918370 0.99999990 NA         NA         NA       
5936   8085   2.97783250 0.99999270 NA         NA         NA       
5936   353139 1.60455490 0.98045270 NA         NA         NA       
5936   83637  8.24206350 0.99999990 NA         NA         NA       
5936   8857   8.24206350 0.99999990 NA         NA         NA       
5936   57477  9.05844160 0.99999990 NA         NA         NA       
5936   2830   8.24206350 0.99999990 NA         NA         NA       
5936   375248 3.75198410 0.99999980 NA         NA         NA       
5936   133746 1.22121210 0.83029450 NA         NA         NA       
5936   7273   2.09774440 0.99901270 NA         NA         NA       
5989   23387  2.01261030 0.98316500 NA         NA         NA       
5989   79633  2.67540980 0.99722530 NA         NA         NA       
5989   8202   1.85480090 0.97268980 NA         NA         NA       
5989   6261   2.19672130 0.99016880 NA         NA         NA       
5989   8471   1.59836070 0.93760600 NA         NA         NA       
5989   165    0.90794450 0.43834610 NA         NA         NA       
5989   713    0.62388760 0.07229620 0.05396230 0.51769940 0.004201
5989   6708   2.67540980 0.99722530 NA         NA         NA       
5989   54502  0.95213110 0.50000000 NA         NA         NA       
5989   11178  2.67540980 0.99722530 NA         NA         NA       
5989   7157   0.09049180 0.00000000 0.10190770 0.22096700 0.0164802
5989   120114 2.41430700 0.99459600 NA         NA         NA       
5989   4089   0.70081970 0.14904340 -0.1009720 0.22525820 0.0168842
5989   2196   2.67540980 0.99722530 NA         NA         NA       
5989   53353  2.19672130 0.99016880 NA         NA         NA       
5989   1029   0.76065570 0.22563620 0.04887080 0.55802170 0.0034347
5989   84033  2.41430700 0.99459600 NA         NA         NA       
5989   7301   1.85480090 0.97268980 NA         NA         NA       
5989   8085   0.79366870 0.27196390 0.10342850 0.21411720 0.0147903
5989   353139 0.42765500 0.00190210 0.05722090 0.49269900 0.0047769
5989   83637  2.19672130 0.99016880 NA         NA         NA       
5989   8857   2.19672130 0.99016880 NA         NA         NA       
5989   57477  2.41430700 0.99459600 NA         NA         NA       
5989   2830   2.19672130 0.99016880 NA         NA         NA       
5989   375248 1.00000000 0.56265430 NA         NA         NA       
5989   133746 0.32548440 3.33e-0500 0.07471000 0.37013650 0.0081865
5989   7273   0.55910270 0.03114860 0.07385000 0.37568550 0.0078136
23387  79633  1.32932330 0.80734200 NA         NA         NA       
23387  8202   0.92158970 0.50000000 NA         NA         NA       
23387  6261   1.09147870 0.66175930 NA         NA         NA       
23387  8471   0.79417290 0.34808140 NA         NA         NA       
23387  165    0.45112780 0.01897300 -0.0198054 0.81244310 0.0008799
23387  713    0.30998930 0.00039060 0.10610590 0.20242810 0.0221424
23387  6708   1.32932330 0.80734200 NA         NA         NA       
23387  54502  0.47308270 0.02731020 0.04941040 0.55367780 0.0049308
23387  11178  1.32932330 0.80734200 NA         NA         NA       
23387  7157   0.04496240 0.00000000 -0.0468056 0.57479740 0.0045935
23387  120114 1.19958990 0.73825350 NA         NA         NA       
23387  4089   0.34821430 0.00159690 -0.1075075 0.19649590 0.0305041
23387  2196   1.32932330 0.80734200 NA         NA         NA       
23387  53353  1.09147870 0.66175930 NA         NA         NA       
23387  1029   0.37794490 0.00384080 -0.0399520 0.63209220 0.0036778
23387  84033  1.19958990 0.73825350 NA         NA         NA       
23387  7301   0.92158970 0.50000000 NA         NA         NA       
23387  8085   0.39434790 0.00584320 0.14574220 0.07921530 0.0394987
23387  353139 0.21248770 1e-0600000 -0.0567340 0.49639330 0.0073266
23387  83637  1.09147870 0.66175930 NA         NA         NA       
23387  8857   1.09147870 0.66175930 NA         NA         NA       
23387  57477  1.19958990 0.73825350 NA         NA         NA       
23387  2830   1.09147870 0.66175930 NA         NA         NA       
23387  375248 0.49686720 0.03872990 -0.1386665 0.09508060 0.0742501
23387  133746 0.16172250 0.00000000 -0.0445320 0.59353430 0.0044076
23387  7273   0.27779980 8.61e-0500 -0.0210226 0.80114800 0.0009814
79633  8202   0.69327730 0.26174650 0.09587890 0.24964760 0.0190301
79633  6261   0.82107840 0.41255310 NA         NA         NA       
79633  8471   0.59742650 0.15212130 0.07848250 0.34639250 0.0133478
79633  165    0.33936650 0.00345610 0.01553470 0.85236290 0.000602
79633  713    0.23319330 3.56e-0500 -0.0252327 0.76241210 0.0016924
79633  6708   1.00000000 0.59127430 NA         NA         NA       
79633  54502  0.35588240 0.00540400 0.09268850 0.26582460 0.0191559
79633  11178  1.00000000 0.59127430 NA         NA         NA       
79633  7157   0.03382350 0.00000000 0.00879580 0.91608360 0.0001998
79633  120114 0.90240640 0.50000000 NA         NA         NA       
79633  4089   0.26194850 0.00018160 -0.0125707 0.88029660 0.0004128
79633  2196   1.00000000 0.59127430 NA         NA         NA       
79633  53353  0.82107840 0.41255310 NA         NA         NA       
79633  1029   0.28431370 0.00050860 -0.0036773 0.96486340 3.49e-05
79633  84033  0.90240640 0.50000000 NA         NA         NA       
79633  7301   0.69327730 0.26174650 0.00378470 0.96383810 3.63e-05
79633  8085   0.29665310 0.00083640 -0.0670349 0.42143820 0.0132692
79633  353139 0.15984650 0.00000000 -0.0671678 0.42051660 0.0124339
79633  83637  0.82107840 0.41255310 NA         NA         NA       
79633  8857   0.82107840 0.41255310 NA         NA         NA       
79633  57477  0.90240640 0.50000000 NA         NA         NA       
79633  2830   0.82107840 0.41255310 NA         NA         NA       
79633  375248 0.37377450 0.00833510 -0.0471056 0.57234540 0.0063476
79633  133746 0.12165780 0.00000000 0.01303190 0.87594000 0.0004326
79633  7273   0.20897830 6.4e-06000 0.08634890 0.30004960 0.0176332
8202   6261   1.18434340 0.73082510 NA         NA         NA       
8202   8471   0.86174240 0.42375190 NA         NA         NA       
8202   165    0.48951050 0.03008070 -0.0299850 0.71938800 0.0019518
8202   713    0.33636360 0.00077060 0.08957040 0.28231040 0.0152866
8202   6708   1.44242420 0.85669090 NA         NA         NA       
8202   54502  0.51333330 0.04219810 -0.0245309 0.76883050 0.0012973
8202   11178  1.44242420 0.85669090 NA         NA         NA       
8202   7157   0.04878790 0.00000000 -0.0795716 0.33972040 0.01248
8202   120114 1.30165290 0.79835600 NA         NA         NA       
8202   4089   0.37784090 0.00293680 0.05237940 0.53007350 0.0053669
8202   2196   1.44242420 0.85669090 NA         NA         NA       
8202   53353  1.18434340 0.73082510 NA         NA         NA       
8202   1029   0.41010100 0.00673070 0.06467010 0.43804020 0.0080286
8202   84033  1.30165290 0.79835600 NA         NA         NA       
8202   7301   1.00000000 0.57857860 NA         NA         NA       
8202   8085   0.42789970 0.00999100 -0.0455263 0.58530620 0.0046001
